uid,snip,time
0,5.0991554260253915,0.1235969066619873
1,23.622377395629886,0.15192055702209473
2,8.552412033081055,0.14374446868896484
3,5.862645149230957,0.08229732513427734
4,3.5963101387023926,0.12030839920043945
5,43.88464736938477,0.13847041130065918
6,55.45846939086914,0.1696631908416748
7,12.709153175354006,0.13388490676879886
8,17.528663635253903,0.11218047142028807
9,5.794168949127197,0.10717010498046876
10,0.0,0.14581561088562012
11,119.95893096923828,0.13785219192504886
12,0.0,0.10853433609008788
13,62.970115661621094,0.15847110748291016
14,50.563636779785156,0.2099614143371582
15,4.5920000076293945,0.09955096244812013
16,16.92625617980957,0.14792513847351074
17,27.425477981567386,0.17598247528076172
18,43.79657745361328,0.1412179470062256
19,31.13764572143555,0.12485313415527345
20,17.73451805114746,0.10886812210083008
21,147.8876953125,0.1207106113433838
22,27.91208648681641,0.10241246223449707
23,47.20864868164063,0.12679672241210938
24,4.309926509857179,0.09163665771484376
25,5.862645149230957,0.05907082557678223
26,69.69938659667969,0.13796687126159668
27,49.64360809326172,0.11574554443359375
28,4.718915939331055,0.08247685432434082
29,31.08446884155273,0.08260369300842285
30,54.82999038696289,0.0841512680053711
31,30.26761817932129,0.12676382064819336
32,13.524881362915039,0.0956740379333496
33,92.9899444580078,0.12098264694213867
34,48.31884384155274,0.10634231567382812
35,54.77067184448242,0.1002197265625
36,44.6992073059082,0.11707544326782228
37,11.063192367553713,0.0783987045288086
38,211.43429565429688,0.12540411949157715
39,11.183504104614258,0.09157752990722656
40,16.24211311340332,0.09786057472229004
41,29.89499092102051,0.11687302589416505
42,26.01886749267578,0.11977505683898924
43,67.11405944824219,0.12935829162597656
44,5.280440330505371,0.12245869636535645
45,8.097728729248049,0.08423852920532228
46,34.78336715698242,0.15771079063415527
47,29.68484115600586,0.12493157386779785
48,3.0575814247131348,0.09412765502929688
49,25.02720642089844,0.14779949188232422
50,190.00836181640625,0.21536874771118164
51,14.06822395324707,0.16800546646118164
52,26.66730499267578,0.13450264930725098
53,4.647150039672852,0.06304121017456055
54,37.94314575195313,0.12530994415283206
55,5.862645149230957,0.05891585350036621
56,21.59370231628418,0.12196969985961915
57,14.803972244262695,0.08550477027893066
58,4.451815605163574,0.06003642082214356
59,34.157962799072266,0.12412381172180174
60,108.51673889160156,0.1149759292602539
61,37.602725982666016,0.09875798225402832
62,52.48302841186523,0.12343811988830565
63,121.58397674560548,0.14191436767578125
64,105.8690185546875,0.1582484245300293
65,221.8161773681641,0.16079401969909668
66,15.664974212646484,0.06161189079284667
67,280.62246704101557,0.15522503852844238
68,59.67165756225586,0.09700560569763184
69,27.1662654876709,0.09701418876647948
70,47.541282653808594,0.09607148170471193
71,30.468297958374023,0.10755085945129396
72,5.752132892608643,0.07425594329833984
73,65.99951934814453,0.10336542129516603
74,0.0,0.09619021415710448
75,4.864667892456055,0.08408236503601074
76,4.3390159606933585,0.08160972595214844
77,150.72535705566406,0.12000131607055665
78,44.45594787597656,0.13217997550964355
79,11.552035331726074,0.0986025333404541
80,147.8876953125,0.11672186851501465
81,45.14741134643555,0.1596832275390625
82,308.61175537109375,0.14348196983337402
83,4.812167167663574,0.08091354370117188
84,27.306171417236328,0.1034078598022461
85,45.22969436645508,0.11237788200378418
86,18.226369857788086,0.11167120933532716
87,4.280324935913087,0.08123540878295897
88,35.054367065429695,0.11615300178527832
89,14.429790496826172,0.10245871543884276
90,35.77983856201172,0.13541698455810547
91,104.16383361816406,0.11727738380432128
92,39.635398864746094,0.11490607261657715
93,27.79016876220703,0.097564697265625
94,5.283405303955078,0.09218835830688477
95,16.440061569213867,0.06575632095336914
96,34.49847412109375,0.12112808227539062
97,34.42501449584961,0.0758054256439209
98,25.900789260864254,0.09613776206970216
99,28.99135780334473,0.11747264862060547
100,71.2425765991211,0.12240362167358397
101,3.6131987571716313,0.08957743644714355
102,156.84600830078125,0.132310152053833
103,123.23283386230469,0.11975622177124025
104,0.0,0.10193490982055664
105,0.0,0.06032633781433105
106,15.875815391540527,0.09447669982910156
107,6.50619649887085,0.10155534744262697
108,0.0,0.08063006401062013
109,303.5826721191406,0.13837838172912598
110,21.900480270385746,0.08501577377319336
111,25.452810287475586,0.13317561149597168
112,62.85371780395508,0.09909796714782716
113,4.3390159606933585,0.07804608345031737
114,17.73451805114746,0.09910917282104492
115,28.63017463684082,0.08182287216186522
116,146.05543518066406,0.11507010459899902
117,60.97083282470703,0.14400839805603027
118,4.753332138061523,0.06525230407714844
119,115.80416870117188,0.13620638847351074
120,0.0,0.10003185272216797
121,43.59573364257813,0.13428783416748047
122,32.913803100585945,0.11597943305969237
123,48.59059524536133,0.09980297088623047
124,11.777018547058105,0.09770488739013672
125,47.10346984863281,0.09909725189208984
126,5.2172532081604,0.10749101638793944
127,31.59505653381348,0.12611865997314453
128,58.79992294311523,0.1262500286102295
129,117.67949676513672,0.14108920097351074
130,15.383358001708984,0.09983634948730467
131,54.02615737915039,0.10226082801818848
132,11.777018547058105,0.0959932804107666
133,28.095149993896484,0.12604737281799314
134,74.78971099853516,0.11683154106140135
135,12.093780517578125,0.08008527755737305
136,105.30540466308594,0.14381170272827148
137,22.144283294677734,0.12232112884521484
138,296.03289794921875,0.15996122360229492
139,5.892850875854492,0.1188204288482666
140,45.59404754638672,0.11706757545471193
141,57.08948135375977,0.11625409126281737
142,110.77735137939452,0.14114809036254886
143,59.67165756225586,0.10341477394104004
144,7.300649642944336,0.1051921844482422
145,16.730655670166016,0.1017003059387207
146,5.4344682693481445,0.08297944068908691
147,62.35664367675781,0.1367175579071045
148,52.79821014404297,0.12563729286193848
149,13.898484230041506,0.09795427322387697
150,29.29051399230957,0.1009061336517334
151,4.074324131011963,0.08324050903320312
152,146.05543518066406,0.12386322021484375
153,193.80181884765625,0.15444397926330564
154,44.56999206542969,0.14207768440246582
155,5.4448275566101065,0.10139131546020508
156,6.284950256347656,0.08137273788452147
157,4.751811504364014,0.06430697441101074
158,75.59814453125,0.13886094093322754
159,8.064576148986816,0.09813070297241212
160,5.4344682693481445,0.08684253692626953
161,25.673173904418945,0.08415722846984862
162,49.48560333251953,0.1423485279083252
163,4.71647834777832,0.0822443962097168
164,51.41638565063477,0.14604926109313965
165,108.63030242919922,0.13985204696655273
166,32.97908401489258,0.09302568435668944
167,26.00593566894531,0.09741592407226562
168,40.01991653442383,0.1567096710205078
169,28.77864074707031,0.10469603538513184
170,27.76786231994629,0.09933853149414062
171,129.60246276855472,0.1417255401611328
172,0.0,0.06336307525634766
173,272.62600708007807,0.09825706481933594
174,50.63008499145508,0.10883903503417967
175,7.8438167572021475,0.10595917701721193
176,13.933119773864744,0.08477091789245605
177,6.5506744384765625,0.1024482250213623
178,62.08284759521485,0.13913655281066895
179,45.18252563476562,0.12211751937866212
180,168.5753173828125,0.1408839225769043
181,63.25893783569336,0.11051273345947266
182,0.0,0.06679344177246094
183,5.708976745605469,0.08406257629394531
184,174.5366973876953,0.1229248046875
185,333.69287109375,0.11679577827453612
186,5.862645149230957,0.06186485290527344
187,92.37631225585938,0.10012459754943848
188,3.712230443954468,0.1018989086151123
189,25.110939025878906,0.1051778793334961
190,28.322250366210934,0.10409212112426758
191,41.33343124389648,0.10550498962402344
192,56.48040771484375,0.1027078628540039
193,99.7093276977539,0.10250568389892578
194,11.565020561218262,0.1021571159362793
195,17.10160255432129,0.08463525772094728
196,5.637148857116699,0.10034060478210448
197,44.9841194152832,0.0980684757232666
