uid,score,time
7500,1511.6134997419324,0.15606927871704102
7501,965.8560277627929,0.0842738151550293
7502,1473.4895095022086,0.12477850914001465
7503,1136.649132892548,0.10041427612304688
7504,1336.6039862923656,0.08159923553466797
7505,1475.2609151243473,0.12675094604492188
7506,1079.1025009090806,0.05466437339782715
7507,1427.3554958923048,0.10145235061645508
7508,1475.436838208508,0.11990928649902344
7509,1359.0766561617852,0.10642695426940918
7510,1329.049896073604,0.09943866729736328
7511,1122.0233679846338,0.05582857131958008
7512,1465.0375548572508,0.11895966529846191
7513,1457.42754217885,0.1207737922668457
7514,1545.3265215526367,0.2065563201904297
7515,1079.1025009090806,0.18564200401306152
7516,1080.8317651697682,0.09157848358154297
7517,1431.089513206474,0.13300633430480957
7518,1350.1533309510285,0.25118207931518555
7519,1065.866573135112,0.08627080917358398
7520,1390.6578519853952,0.15072298049926758
7521,1351.6866165823196,0.1690213680267334
7522,1414.2374996078356,0.17554187774658203
7523,1407.15684272053,0.13617348670959473
7524,1530.7121693260963,0.3589770793914795
7525,1540.3513637556696,0.30644845962524414
7526,1079.1025009090806,0.19637441635131836
7527,1397.270009192904,0.19509482383728027
7528,1289.8548539413493,0.182570219039917
7529,1415.9513511917237,0.17732954025268555
7530,1436.3059278987912,0.1446695327758789
7531,1424.7074811460814,0.20238828659057617
7532,1426.9662708352316,0.1724412441253662
7533,1340.9472629488816,0.1650104522705078
7534,1531.4468477543942,0.2437267303466797
7535,1052.0968832896265,0.0947725772857666
7536,1275.3904194103743,0.2146451473236084
7537,1384.3802744385514,0.1631300449371338
7538,1397.2434305242168,0.11548829078674316
7539,1431.6563422473423,0.27364134788513184
7540,1299.2672462742116,0.1919872760772705
7541,1454.845087286828,0.27939438819885254
7542,1136.649132892548,0.25665712356567383
7543,1282.0930876539735,0.08913540840148926
7544,1512.6694831217135,0.31261324882507324
7545,1343.05617851972,0.24312257766723633
7546,1423.477788045305,0.1455087661743164
7547,1512.1680089046777,0.41860198974609375
7548,1499.9099812230054,0.26723575592041016
7549,1398.7832642202577,0.11798381805419922
7550,1477.7212814996806,0.12595462799072266
7551,1481.4586345094185,0.12117242813110352
7552,1515.6999484551657,0.14510154724121094
7553,1269.1607860988652,0.07783794403076172
7554,1434.2782047769722,0.10559201240539551
7555,1498.4055776057746,0.16070079803466797
7556,1510.3394252117841,0.15166926383972168
7557,1539.2443036280379,0.17389893531799316
7558,1272.6777422923255,0.08494400978088379
7559,1361.1339346180062,0.10279703140258789
7560,1477.9951675250013,0.14231395721435547
7561,1388.4584266911454,0.10040426254272461
7562,1262.9016738697044,0.08017611503601074
7563,1420.2488295065339,0.1012716293334961
7564,1277.2707640896172,0.07846808433532715
7565,1511.7915407253097,0.14200782775878906
7566,1433.2887255254745,0.0990610122680664
7567,1481.0915868013437,0.12269067764282227
7568,1433.3875266960438,0.12227964401245117
7569,1354.6973087705985,0.08472061157226562
7570,1502.8964285825505,0.15523648262023926
7571,1317.5132471776583,0.08260202407836914
7572,1253.4322425489559,0.08165955543518066
7573,1386.6676740323717,0.11007976531982422
7574,1413.4380317693124,0.10264015197753906
7575,1430.1696983101529,0.09901189804077148
7576,1405.26858063189,0.10516762733459473
7577,1388.4584266911454,0.10585927963256836
7578,1478.7353038623557,0.131119966506958
7579,1428.512421494372,0.14361143112182617
7580,1479.724623751379,0.1213531494140625
7581,1046.3609346684345,0.06221365928649902
7582,1276.3218128183357,0.07721757888793945
7583,1326.936978425775,0.07870793342590332
7584,1078.9901213503495,0.07983684539794922
7585,1358.3156858834218,0.07562804222106934
7586,1335.2731050333023,0.10161828994750977
7587,1397.1559563459668,0.10778975486755371
7588,1341.7901519707289,0.08068084716796875
7589,1465.0445674654488,0.12510919570922852
7590,1426.6864294059133,0.12349581718444824
7591,1480.3414173583044,0.12175107002258301
7592,1413.3876195208363,0.10024762153625488
7593,1412.6418204916883,0.10504651069641113
7594,1134.9399106248914,0.05575752258300781
7595,1413.0345042373376,0.10699176788330078
7596,1298.779241150421,0.07801222801208496
7597,1511.388230493062,0.14395499229431152
7598,1302.9273735832696,0.07952260971069336
7599,1515.8452293413325,0.14166712760925293
7600,1505.1127772970333,0.14057469367980957
7601,1478.308111646212,0.1442430019378662
7602,1502.8207591674093,0.14431095123291016
7603,1491.2903394675752,0.14206171035766602
7604,1327.1241130745818,0.09646916389465332
7605,1419.214045686201,0.0988616943359375
7606,1087.8104974404089,0.05553889274597168
7607,1277.2707640896172,0.08077311515808105
7608,1506.9486380213086,0.1468212604522705
7609,1426.9662708352316,0.10399007797241211
7610,1429.4223451407358,0.10495996475219727
7611,1473.8173142868081,0.12657618522644043
7612,1325.5665082821233,0.08770871162414551
7613,1480.1957430054513,0.12351322174072266
7614,1354.6973087705985,0.0800485610961914
7615,1512.5521048889755,0.14395833015441895
7616,1065.866573135112,0.06032419204711914
7617,1414.4219913596,0.10047411918640137
7618,1508.7774585288344,0.14184188842773438
7619,1540.680979919438,0.16739320755004883
7620,1412.8116577544608,0.12425947189331055
7621,1456.3125150669237,0.12227177619934082
7622,1135.8743926434113,0.09748649597167969
7623,1513.8694711235503,0.14449453353881836
7624,1518.923005231024,0.14700770378112793
7625,1414.9570932666093,0.098358154296875
7626,1078.8984720330627,0.05631899833679199
7627,1429.0720098939673,0.09757781028747559
7628,1378.4910368368676,0.1003715991973877
7629,1383.1097445038154,0.10063505172729492
